#TYPE System.Management.Automation.PSCustomObject
"SettingName","Value","Id"
"windows10GeneralConfiguration internetExplorerRestrictedZoneUpdatesToStatusBarViaScript","""disabled""","08d2c24b-40aa-4e4c-b255-173cc8140232"
"windows10EndpointProtectionConfiguration deviceGuardEnableVirtualizationBasedSecurity","true","5662b507-a4ec-4186-9d26-174cb3b94149"
"windows10EndpointProtectionConfiguration localSecurityOptionsStandardUserElevationPromptBehavior","""automaticallyDenyElevationRequests""","143a2b19-bbeb-4db6-aed0-1839f50e64bd"
"windows10GeneralConfiguration internetExplorerCrashDetection","""disabled""","5c493e09-4316-457b-b796-18e79340e785"
"windows10GeneralConfiguration internetExplorerProcessesRestrictFileDownload","""enabled""","556e6675-6176-4bca-bbbc-1b576be7108a"
"windows10EndpointProtectionConfiguration localSecurityOptionsClientDigitallySignCommunicationsAlways","true","40938dbd-9c4f-4408-be83-1d7ffe19aa26"
"windows10GeneralConfiguration internetExplorerBypassSmartScreenWarnings","""disabled""","a41b9a5b-fd1c-4fe5-ac75-1ead3ce034de"
"windows10GeneralConfiguration defenderScanType","""quick""","353ee1ea-c460-465f-835f-231608ec4f08"
"windows10EndpointProtectionConfiguration explorerHeapTerminationOnCorruption","""disabled""","2ffc1bbc-4fea-429f-a6ba-23f549290d48"
"windows10EndpointProtectionConfiguration localSecurityOptionsVirtualizeFileAndRegistryWriteFailuresToPerUserLocations","true","766596f8-0b44-4f18-b80d-241ce9cc3217"
"windows10EndpointProtectionConfiguration rpcUnauthenticatedClientOptions","""authenticated""","e88d5f30-1a1a-4812-9c65-2421c9e9a2d3"
"windows10GeneralConfiguration appsMicrosoftAccountsOptional","""enabled""","a3dc56a9-a8c7-4535-bfe4-24c31020fc88"
"windows10EndpointProtectionConfiguration defenderOfficeAppsExecutableContentCreationOrLaunchType","""block""","15dfb08d-8d6a-4017-a122-2612fab550c1"
"windows10GeneralConfiguration internetExplorerInternetZoneDotNetFrameworkReliantComponents","""disable""","6891fa5d-2a16-4008-bb41-293a36530175"
"windows10EndpointProtectionConfiguration securityGuideStructuredExceptionHandlingOverwriteProtection","""enabled""","e29ae8a4-1559-49d2-bad4-29d495b606a9"
"windows10GeneralConfiguration internetExplorerRestrictedZoneAllowOnlyApprovedDomainsToUseActiveXControls","""enabled""","b82d0d81-144f-475c-b662-2a2038f65189"
"windows10GeneralConfiguration internetExplorerInternetZoneDoNotRunAntimalwareAgainstActiveXControls","""disabled""","339e3c5b-16f9-441a-b7ea-2ba946e3a6bc"
"windows10GeneralConfiguration defenderSignatureUpdateIntervalInHours","4","e0cbd5be-5d10-4ee5-8767-2badd5f9f696"
"windows10GeneralConfiguration accountLogonLogoffAuditLogon","""successAndFailure""","d870dcea-0c81-4687-a48c-2be0de9ab21f"
"windows10GeneralConfiguration internetExplorerIntranetZoneDoNotRunAntimalwareAgainstActiveXControls","""disabled""","4b428487-feb1-4ae5-b0ef-2cc604d7f261"
"windows10GeneralConfiguration internetExplorerLockedDownInternetZoneSmartScreen","""enabled""","810b8a3f-a1d8-479a-92d8-2cf77f352e1d"
"windows10EndpointProtectionConfiguration remoteManagementServiceStoringRunAsCredentials","""enabled""","d994e10c-a14f-4625-b61c-2d04e9dc110f"
"windows10GeneralConfiguration powerStandbyStatesWhenSleepingWhileOnBattery","""disabled""","c4dfe539-9a7d-4f7a-9848-2d8492572da4"
"windows10EndpointProtectionConfiguration defenderPreventCredentialStealingType","""enable""","314c488e-919f-4007-b37e-31235f416287"
"windows10GeneralConfiguration internetExplorerRestrictedZoneJavaPermissions","""disableJava""","f79aeb88-27b2-49e8-abaa-32287aa03bf9"
"windows10GeneralConfiguration internetExplorerProcessesRestrictActiveXInstall","""enabled""","b7d85be6-abc4-4ce0-95e8-37fe8cada96d"
"windows10GeneralConfiguration internetExplorerInternetZoneLessPrivilegedSites","""disable""","aa6bafd2-6163-4f58-a99c-380a851ea8cd"
"windows10GeneralConfiguration internetExplorerRestrictedZoneScriptActiveXControlsMarkedSafeForScripting","""disable""","29da2810-095d-463b-a485-38f39b4d0e50"
"windows10GeneralConfiguration internetExplorerInternetZoneUpdatesToStatusBarViaScript","""disabled""","0a11ead2-3efa-474e-81da-3b0f6666f0bb"
"windows10GeneralConfiguration passwordRequiredType","""alphanumeric""","b879586c-335b-4ce3-adb0-3b5968731e71"
"windows10GeneralConfiguration internetExplorerProcessesScriptedWindowSecurityRestrictions","""enabled""","4901ec65-a376-478d-b0b9-3d1fa95aa6a1"
"windows10GeneralConfiguration internetExplorerEnhancedProtectedMode","""enabled""","a52c7472-95f5-49e3-a76b-3eac839db83c"
"windows10GeneralConfiguration defenderCloudBlockLevel","""notConfigured""","91865579-f181-4413-9d59-406e092f5094"
"windows10EndpointProtectionConfiguration remoteManagementClientDigestAuthentication","""enabled""","d5431036-c319-4f41-86f9-4140a2509f74"
"windows10GeneralConfiguration defenderSubmitSamplesConsentType","""sendSafeSamplesAutomatically""","47d59300-1efc-470c-a61b-418bde4743ba"
"windows10EndpointProtectionConfiguration localSecurityOptionsAdministratorElevationPromptBehavior","""promptForConsentOnTheSecureDesktop""","febd6210-24de-4630-b452-42fe6bdfcfff"
"windows10GeneralConfiguration internetExplorerCertificateAddressMismatchWarning","""enabled""","cf33ae51-b6ce-40e4-86d7-430634d60dd9"
"windows10GeneralConfiguration passwordSignInFailureCountBeforeFactoryReset","10","a49d243a-7ead-4e37-a1db-433c60b7b1a0"
"windows10EndpointProtectionConfiguration deviceGuardLaunchSystemGuard","""enabled""","5f3d6c20-c6a6-4a90-b89c-452260eb104d"
"windows10GeneralConfiguration windowsSpotlightBlockConsumerSpecificFeatures","false","443cfffb-a713-41a9-9b57-4766d76992eb"
"windows10GeneralConfiguration internetExplorerRestrictedZoneRunDotNetFrameworkReliantComponentsSignedWithAuthenticode","""disable""","2e38fc4c-5847-4192-abd5-4776b5bf2bf7"
"windows10GeneralConfiguration accountLogonLogoffAuditGroupMembership","""success""","aef888cd-dffb-4561-a452-48ce950676fa"
"windows10EndpointProtectionConfiguration eventLogServiceSystemLogMaximumFileSizeInKb","32768","3fd76704-dfa6-4250-af07-4a3d98a08691"
"windows10GeneralConfiguration internetExplorerRestrictedZoneAutomaticPromptForFileDownloads","""disabled""","72daa071-e667-4ba0-8ae4-4a945f35e73b"
"windows10GeneralConfiguration internetExplorerInternetZoneDragContentFromDifferentDomainsWithinWindows","""disabled""","f9927db1-f341-4d4e-8c34-4b64fe3f066b"
"windows10GeneralConfiguration internetExplorerRestrictedZoneAccessToDataSources","""disable""","25515a67-aec0-4217-a3b7-4c969208eabe"
"windows10EndpointProtectionConfiguration localSecurityOptionsRestrictAnonymousAccessToNamedPipesAndShares","true","2231918b-1afe-4c0f-afc4-4d6549b9d194"
"windows10EndpointProtectionConfiguration localSecurityOptionsDoNotStoreLANManagerHashValueOnNextPasswordChange","true","c649cabd-042f-4a72-843e-4d8e9f4422e4"
"windows10GeneralConfiguration internetExplorerRestrictedZoneActiveScripting","""disable""","8003d309-f050-4687-9c7e-4e14c3e5d328"
"windows10GeneralConfiguration accountManagementAuditUserAccountManagement","""successAndFailure""","5b56240f-e672-4a40-bd19-4e157fbc5ce2"
"windows10GeneralConfiguration internetExplorerRestrictedZoneDragContentFromDifferentDomainsAcrossWindows","""disabled""","3d757c58-b4c8-4f63-bd44-4f56ac6de891"
"windows10EndpointProtectionConfiguration firewallProfilePrivate","{""inboundConnectionsBlocked"":true,""outboundConnectionsRequired"":true,""inboundNotificationsBlocked"":true,""firewallEnabled"":""allowed""}","b3fe5a37-f3db-4560-9a1e-4fb1529bf9e4"
"windows10GeneralConfiguration internetExplorerInternetZoneDragAndDropOrCopyAndPasteFiles","""disable""","ab518f3b-926e-4bfe-adf3-519b62ff9bfc"
"windows10GeneralConfiguration internetExplorerProcessesProtectionFromZoneElevation","""enabled""","5df8ee5b-8dc0-416d-a5fd-5299c217f9a8"
"windows10GeneralConfiguration internetExplorerLockedDownRestrictedZoneSmartScreen","""enabled""","281dd110-20fa-4528-b158-530c49c72297"
"windows10GeneralConfiguration lockScreenSlideShow","""enabled""","5a65ea47-9553-42ab-baa8-54bb0b288be7"
"windows10GeneralConfiguration defenderPotentiallyUnwantedAppAction","""block""","a1a2a8d9-c986-4aaa-a4b8-552f9a35e97d"
"windows10GeneralConfiguration objectAccessAuditRemovableStorage","""successAndFailure""","79e0aefc-83cf-46e8-b4fd-5537f7ac33b0"
"windows10GeneralConfiguration internetExplorerFallbackToSsl3","""noSites""","ef6badb2-4de2-4be3-9859-55be24848974"
"windows10EndpointProtectionConfiguration defenderUntrustedUSBProcessType","""block""","55c2b6b1-1f28-4897-ad72-55e96bbaa8ad"
"windows10EndpointProtectionConfiguration remoteManagementClientBasicAuthentication","""disabled""","662fe4d1-99ba-4ffe-aa2b-56122a2dc394"
"windows10GeneralConfiguration edgeRequireSmartScreen","true","9c367b00-670b-4891-93d0-569e4af614e9"
"windows10GeneralConfiguration accountLogonAuditKerberosAuthenticationService","""none""","25583c58-a798-47c3-a391-56d4425c54dd"
"windows10GeneralConfiguration edgeBlockPasswordManager","true","e3efcad1-0a86-4330-b9cb-57b28add4090"
"windows10EndpointProtectionConfiguration eventLogServiceApplicationLogMaximumFileSizeInKb","32768","40c6c96f-91ff-43c1-8d49-5b1faa1c5f35"
"windows10GeneralConfiguration internetExplorerIntranetZoneJavaPermissions","""highSafety""","412c7a44-8d3d-4265-8891-5c200af02003"
"windows10GeneralConfiguration defenderScanArchiveFiles","true","16bcd104-0cef-4d1c-b7ed-5d2b8a0b8bb6"
"windows10GeneralConfiguration internetExplorerInternetZoneAllowVBScriptToRun","""disable""","44c947c4-2de7-4d0d-82cc-5daedeb070fe"
"windows10EndpointProtectionConfiguration securityGuideSmbV1ClientDriverStartConfiguration","""disableDriver""","72601dd8-d7ea-4b05-8578-5dd1aed2d366"
"windows10GeneralConfiguration internetExplorerEncryptionSupport","[""tls11"",""tls12""]","b449baff-9c0c-4d8f-9435-60576823cd6b"
"windows10GeneralConfiguration internetExplorerInternetZoneIncludeLocalPathWhenUploadingFilesToServer","""disabled""","bc970486-f0e1-4376-b687-61391f354f9c"
"windows10EndpointProtectionConfiguration defenderScriptDownloadedPayloadExecutionType","""block""","45c2301c-b67f-4d67-b334-6404b4e3a782"
"windows10GeneralConfiguration internetExplorerProcessesMimeSniffingSafetyFeature","""enabled""","d8807162-00e8-4b45-ae14-647eae6dc1a6"
"windows10GeneralConfiguration internetExplorerInternetZoneSecurityWarningForPotentiallyUnsafeFiles","""prompt""","7a11eff7-ef78-4d70-b3ed-64c493b61812"
"windows10GeneralConfiguration powerRequirePasswordOnWakeWhilePluggedIn","""enabled""","53e9e0a8-c3f0-4c5c-b3b3-65173e748078"
"windows10EndpointProtectionConfiguration connectivityInternetDownloadForWebPublishingAndOnlineOrderingWizards","""enabled""","68973543-91bf-4747-b78e-667092ba1964"
"windows10GeneralConfiguration internetExplorerRestrictedZoneDragAndDropOrCopyAndPasteFiles","""disable""","54df8f3d-1d4a-4624-b1a7-66ad86908b11"
"windows10GeneralConfiguration internetExplorerRestrictedZoneDoNotRunAntimalwareAgainstActiveXControls","""disabled""","87a6f5f8-23e5-4302-8210-676c50aa6f52"
"windows10GeneralConfiguration internetExplorerInternetZoneJavaPermissions","""disableJava""","796d986b-b318-4cf0-b62e-67b2e5f1e594"
"windows10GeneralConfiguration internetExplorerDownloadEnclosures","""disabled""","bca71519-5009-4ed9-8d21-68fa85ff4cb5"
"windows10GeneralConfiguration systemAuditSecuritySystemExtension","""success""","9ea6ee73-2105-4a92-9a66-69511c33fb64"
"windows10GeneralConfiguration internetExplorerUsersAddingSites","""disabled""","8015c996-0492-44ef-86ab-6a1c26b391b1"
"windows10EndpointProtectionConfiguration defenderAdobeReaderLaunchChildProcess","""enable""","1f5d84d0-a6f4-461e-afd8-6a5a557e1c8a"
"windows10GeneralConfiguration internetExplorerProcessesConsistentMimeHandling","""enabled""","da549855-154c-4b8c-9d56-6b700ac46a22"
"windows10GeneralConfiguration internetExplorerSecurityZonesUseOnlyMachineSettings","""enabled""","d1b7fa16-b4aa-45eb-a804-6db6a831f730"
"windows10GeneralConfiguration searchDisableIndexingEncryptedItems","true","c3c96444-50b1-4227-ae04-6e74479ee6de"
"windows10GeneralConfiguration internetExplorerIgnoreCertificateErrors","""disabled""","30a7b716-db02-4e4d-8f40-6ee2eb27327f"
"windows10GeneralConfiguration internetExplorerPreventManagingSmartScreenFilter","""enable""","7b52307c-d1ed-4feb-90df-6f11e2ec8509"
"windows10GeneralConfiguration internetExplorerInternetZonePopupBlocker","""enable""","8d52e5de-ebd4-4118-9a2d-6ff410ed2855"
"windows10GeneralConfiguration internetExplorerRestrictedZoneMetaRefresh","""disabled""","420339ac-c0d2-4f83-8eb4-6ffcb70793f2"
"windows10GeneralConfiguration inkWorkspaceAccess","""enabled""","a660150f-17fe-4262-bc48-71c9fc381383"
"windows10GeneralConfiguration appManagementMSIAlwaysInstallWithElevatedPrivileges","true","c37ae6f7-2bea-47ed-a17d-7295e4fb7113"
"windows10GeneralConfiguration windowsSpotlightBlocked","true","f2bc1dbf-1f72-49b5-b797-73376b1c78a6"
"windows10EndpointProtectionConfiguration explorerDataExecutionPrevention","""disabled""","e5bb10d1-c8e6-427e-984c-73bf573d4f09"
"windows10GeneralConfiguration passwordRequired","true","9c05270f-13e0-4011-a432-745c12401703"
"windows10GeneralConfiguration internetExplorerInternetZoneDragContentFromDifferentDomainsAcrossWindows","""disabled""","a8f09e79-8fc1-440b-8296-76118d8e53be"
"windows10EndpointProtectionConfiguration defenderScriptObfuscatedMacroCodeType","""block""","a84e2dba-78f8-4f9e-b4ec-769bde354655"
"windows10GeneralConfiguration internetExplorerRestrictedZoneLessPrivilegedSites","""disable""","51408dba-5113-4750-8850-779244202f3f"
"windows10GeneralConfiguration accountLogonLogoffAuditSpecialLogon","""success""","0f5a4b7d-14db-404e-b180-7877889f44ba"
"windows10EndpointProtectionConfiguration localSecurityOptionsDoNotAllowAnonymousEnumerationOfSAMAccounts","true","9718ab9b-0e96-4509-9d87-78b66a68b45a"
"windows10GeneralConfiguration internetExplorerRestrictedZoneScriptingOfJavaApplets","""disable""","b1703be5-82d9-4a5d-92e9-78e73cdfea76"
"windows10EndpointProtectionConfiguration remoteDesktopServicesSecureRpcCommunication","""enabled""","7080947f-925a-443c-bc97-7995af9c9d64"
"windows10GeneralConfiguration internetExplorerRestrictedZoneNavigateWindowsAndFramesAcrossDifferentDomains","""disable""","64c5393e-500c-4a19-9f07-7d8742dd71b7"
"windows10EndpointProtectionConfiguration defenderOfficeAppsOtherProcessInjectionType","""block""","2786fa04-da64-4827-b7af-7dd3ab29adf9"
"windows10EndpointProtectionConfiguration localSecurityOptionsMachineInactivityLimit","15","bdd7b443-7c94-4bc9-8d26-7dec9bd94829"
"windows10GeneralConfiguration objectAccessAuditDetailedFileShare","""failure""","2f0ccd09-39b5-4be6-b269-7eca7c6e2846"
"windows10GeneralConfiguration objectAccessAuditFileShare","""successAndFailure""","81efac7f-89ed-48e0-bc3b-820e5353d6a2"
"windows10GeneralConfiguration detailedTrackingAuditPNPActivity","""success""","926ecff0-217c-48ea-9630-82ec31e3e2a0"
"windows10GeneralConfiguration internetExplorerLockedDownTrustedZoneJavaPermissions","""disableJava""","7410dd17-6941-4b7f-a964-82f465a72208"
"windows10GeneralConfiguration internetSharingBlocked","true","fbf939a1-9326-4d41-a2ee-83c5210476df"
"windows10GeneralConfiguration internetExplorerInternetZoneInitializeAndScriptActiveXControlsNotMarkedAsSafe","""disable""","9dee0bc5-3c93-48a0-be36-83fe64ef65ae"
"windows10EndpointProtectionConfiguration remoteDesktopServicesPromptForPasswordUponConnection","""enabled""","c6b1dda6-ee96-40cc-ba71-845ac0663cf8"
"windows10GeneralConfiguration internetExplorerRestrictedZoneProtectedMode","""enable""","8cb3a6ce-a383-47de-bf37-86a01c5af364"
"windows10GeneralConfiguration internetExplorerActiveXControlsInProtectedMode","""disabled""","9eb9b467-cf5a-4dac-8a90-86c27b3e1067"
"windows10GeneralConfiguration internetExplorerRestrictedZoneDownloadUnsignedActiveXControls","""disable""","fbbbb5f1-bef4-4f27-a7e3-8850694262ac"
"windows10EndpointProtectionConfiguration defenderOfficeAppsLaunchChildProcessType","""block""","1baef31e-9416-49a5-8089-88e0f346a854"
"windows10GeneralConfiguration appManagementMSIAllowUserControlOverInstall","true","7df6c0d5-f023-43ba-8d8b-88f5e5d4e1fc"
"windows10EndpointProtectionConfiguration remoteManagementClientUnencryptedTraffic","""disabled""","cc8e5fec-d9d0-43ac-9fcc-8a843981ca88"
"windows10EndpointProtectionConfiguration localSecurityOptionsDisableServerDigitallySignCommunicationsAlways","true","97d04829-9c5c-4eed-bdbb-8aa4cfa04993"
"windows10GeneralConfiguration gameDvrBlocked","true","2db9b5f1-474b-4207-988e-8ae18fa2e3c8"
"windows10GeneralConfiguration internetExplorerLockedDownIntranetZoneJavaPermissions","""disableJava""","df1a8dfb-bab5-4edc-b40a-8b83c0d6eda3"
"windows10GeneralConfiguration internetExplorerInternetZoneAccessToDataSources","""disable""","5a57e55f-87fd-4651-8065-8ca61e95345b"
"windows10EndpointProtectionConfiguration securityGuideSmbV1Server","""disabled""","401ff0be-d752-4d27-9e99-8caafb815e85"
"windows10GeneralConfiguration internetExplorerInternetZoneLogonOptions","""prompt""","2cbfd326-379a-4a6f-a794-8d4a17500026"
"windows10EndpointProtectionConfiguration smartScreenBlockOverrideForFiles","true","6a6c5b8d-7133-46e1-b387-8f419d410fb1"
"windows10EndpointProtectionConfiguration securityGuideApplyUacRestrictionsToLocalAccountsOnNetworkLogon","""enabled""","e507fc04-e7b7-4342-b226-8f44db9d236b"
"windows10GeneralConfiguration autoPlayDefaultAutoRunBehavior","""doNotExecute""","b1fa983c-e6fd-478f-b79e-8fffd283c823"
"windows10GeneralConfiguration internetExplorerUsersChangingPolicies","""disabled""","abd18131-54b8-4b4f-b216-912f93105448"
"windows10GeneralConfiguration detailedTrackingAuditProcessCreation","""success""","8c9e453d-541a-456e-80b7-913dcabc73d8"
"windows10EndpointProtectionConfiguration networkIcmpRedirectsOverrideOspfGeneratedRoutes","""disabled""","aece5e75-0ff6-4f9f-b08e-92682aff645d"
"windows10GeneralConfiguration smartScreenBlockPromptOverrideForFiles","true","3657dca5-81b0-45e3-9abb-94c8f29fd0aa"
"windows10GeneralConfiguration policyChangeAuditPolicyChange","""success""","025df704-82a8-4bf9-9a11-94d25506cb76"
"windows10GeneralConfiguration internetExplorerDisableProcessesInEnhancedProtectedMode","""enabled""","83fd8ff9-5987-401c-b4e4-955ef4a7afe6"
"windows10EndpointProtectionConfiguration networkIpSourceRoutingProtectionLevel","""highestProtection""","b176625e-1daf-47a9-a560-95d2b6cf2824"
"windows10GeneralConfiguration internetExplorerInternetZoneUserDataPersistence","""disabled""","928764b4-b1f9-4df1-b210-96a67d517945"
"windows10GeneralConfiguration policyChangeAuditMPSSVCRuleLevelPolicyChange","""successAndFailure""","826ee5f5-2faf-4d56-b283-96aa6debfaf4"
"windows10EndpointProtectionConfiguration firewallProfileDomain","{""inboundConnectionsBlocked"":true,""outboundConnectionsRequired"":true,""inboundNotificationsBlocked"":true,""firewallEnabled"":""allowed""}","b3bc94c4-c5c2-454c-a589-96ec20ec4b08"
"windows10EndpointProtectionConfiguration dmaGuardDeviceEnumerationPolicy","""blockAll""","d2fb7427-c20b-4015-8977-97a3725d613f"
"windows10GeneralConfiguration edgePreventCertificateErrorOverride","true","b45f2f55-3b39-407f-82de-97b36ee1cf05"
"windows10EndpointProtectionConfiguration connectivityDownloadingOfPrintDriversOverHttp","""enabled""","45dd2513-d797-4600-b328-98b7b6873ec5"
"windows10GeneralConfiguration internetExplorerRestrictedZoneCrossSiteScriptingFilter","""enabled""","d0de22a0-ead1-4490-8620-99ed97152546"
"windows10GeneralConfiguration internetExplorerTrustedZoneJavaPermissions","""highSafety""","37853021-8400-40cb-95bf-9a4a1dbea463"
"windows10GeneralConfiguration internetExplorerRestrictedZoneRunActiveXControlsAndPlugins","""disable""","d699e11e-bf79-4be2-8072-9b1de117c9e8"
"windows10GeneralConfiguration internetExplorerInternetZoneScriptingOfWebBrowserControls","""disabled""","2f2458e0-5d54-44fa-b49b-9bdc15dd1511"
"windows10GeneralConfiguration internetExplorerProcessesNotificationBar","""enabled""","318a3b5d-6867-4bd2-af30-9d0b8af005ca"
"windows10EndpointProtectionConfiguration remoteManagementServiceBasicAuthentication","""disabled""","1354369a-cfd9-4c8b-85e0-9d45261ffd65"
"windows10GeneralConfiguration internetExplorerRestrictedZoneLogonOptions","""anonymous""","1ab39df3-5b4b-4c7f-97e1-9d67755d846d"
"windows10GeneralConfiguration accountLogonLogoffAuditAccountLockout","""failure""","f2cfef15-9695-42e9-8ee0-9d83526dfeb2"
"windows10EndpointProtectionConfiguration remoteHostDelegationOfNonExportableCredentials","""enabled""","7c664ff0-6d37-4ac8-a701-9ea968547e62"
"windows10GeneralConfiguration internetExplorerTrustedZoneInitializeAndScriptActiveXControlsNotMarkedAsSafe","""disable""","15b816d4-45fb-4878-ad97-9ef4846e6565"
"windows10EndpointProtectionConfiguration lanManagerAuthenticationLevel","""lmNtlmV2AndNotLmOrNtm""","4d8fe363-cbe4-418f-85f1-a108b46ea561"
"windows10EndpointProtectionConfiguration connectivityHardenedUncPaths","{""$implementationId"":""deviceConfiguration--hardenedUncPathEnabled"",""hardenedUncPaths"":[{""serverPath"":""\\\\*\\SYSVOL"",""securityFlags"":[""requireMutualAuthentication"",""requireIntegrity""]},{""serverPath"":""\\\\*\\NETLOGON"",""securityFlags"":[""requireMutualAuthentication"",""requireIntegrity""]}]}","23b047a3-6afc-46eb-954d-a40a3f54fe88"
"windows10EndpointProtectionConfiguration credentialsUIEnumerateAdministrators","""disabled""","8e83b2b9-bcdf-4885-b1a9-a56ff53ab696"
"windows10GeneralConfiguration internetExplorerRestrictedZonePopupBlocker","""enable""","da287328-682c-41ae-b92c-a5c3420d6ab9"
"windows10EndpointProtectionConfiguration localSecurityOptionsMinimumSessionSecurityForNtlmSspBasedServers","""ntlmV2And128BitEncryption""","b5e86854-58d3-4981-9c53-a721efeddd43"
"windows10GeneralConfiguration internetExplorerInternetZoneCopyAndPasteViaScript","""disable""","a7e32c60-e988-497e-b769-a78c542ac576"
"windows10GeneralConfiguration objectAccessAuditOtherObjectAccessEvents","""successAndFailure""","79483bdf-56b2-42b5-abf7-a835aa21c9d8"
"windows10EndpointProtectionConfiguration eventLogServiceSecurityLogMaximumFileSizeInKb","196608","68512fd2-e87e-490d-a5e7-a84fd83ed91c"
"windows10GeneralConfiguration systemAuditSystemIntegrity","""successAndFailure""","30f6250b-2588-4b5e-9b2e-a8c15e4d7e17"
"windows10GeneralConfiguration internetExplorerUseActiveXInstallerService","""enabled""","1e741005-d0b3-4107-b9ba-a9ce4fb813c2"
"windows10GeneralConfiguration internetExplorerLocalMachineZoneDoNotRunAntimalwareAgainstActiveXControls","""disabled""","bee3a350-99f7-4314-961f-aa32edfdd103"
"windows10GeneralConfiguration passwordMinimumAgeInDays","1","9a453512-afe9-459a-96e4-aab31efbdc6b"
"windows10GeneralConfiguration internetExplorerCheckSignaturesOnDownloadedPrograms","""enabled""","5045a762-dd3d-4a7b-8e8f-abdaee443e84"
"windows10GeneralConfiguration autoPlayMode","""disabled""","a67edc63-60e1-43dd-899d-ac75a85f548d"
"windows10EndpointProtectionConfiguration defenderNetworkProtectionType","""enable""","7ba2445e-35b6-49a2-8059-acf0e83c99fd"
"windows10GeneralConfiguration internetExplorerCheckServerCertificateRevocation","""enabled""","9b303d31-3c00-4aee-99bc-ad31a05271d8"
"windows10GeneralConfiguration internetExplorerInternetZoneCrossSiteScriptingFilter","""enabled""","020e0be4-12cb-4fd3-81b7-ae7bb18ca677"
"windows10EndpointProtectionConfiguration windowsConnectionManagerConnectionToNonDomainNetworks","""enabled""","ff047a2d-fe23-45c2-ac78-af89562a3633"
"windows10GeneralConfiguration internetExplorerRestrictedZoneFileDownloads","""disable""","0ddc6976-90d2-47c8-b2a5-b14e8ebb3696"
"windows10GeneralConfiguration defenderRequireCloudProtection","true","f6934e7c-681c-4b5e-9c1f-b2264fc6c648"
"windows10GeneralConfiguration internetExplorerInternetZoneScriptInitiatedWindows","""disabled""","5ff1c44d-50aa-4c46-8bf7-b27ed41ed604"
"windows10EndpointProtectionConfiguration remoteManagementServiceUnencryptedTraffic","""disabled""","70066031-22c0-4198-961e-b287d79d1c7b"
"windows10EndpointProtectionConfiguration localSecurityOptionsAllowUIAccessApplicationsForSecureLocations","true","3bc40dd2-233c-481a-87ef-b4468dbfd3a1"
"windows10GeneralConfiguration internetExplorerRestrictedZoneDotNetFrameworkReliantComponents","""disable""","087c85ca-48ce-439a-862a-b564c3378b62"
"windows10GeneralConfiguration defenderScanIncomingMail","true","443a2b18-0fda-4bb1-8298-b7041792d949"
"windows10GeneralConfiguration internetExplorerRestrictedZoneLaunchApplicationsAndFilesInAnIFrame","""disable""","d7ae56dc-5d20-492b-a68b-b73b06b30401"
"windows10GeneralConfiguration internetExplorerRestrictedZoneIncludeLocalPathWhenUploadingFilesToServer","""disabled""","3b7224c3-0adc-44de-abca-b8407c39aaa1"
"windows10GeneralConfiguration systemAuditSecurityStateChange","""success""","a95d0e8d-f1f4-47e8-985c-b8ac4f08978f"
"windows10GeneralConfiguration windowsSpotlightBlockThirdPartyNotifications","false","b93fec61-0468-4548-ad78-b8ebf15870fc"
