"SettingName","Value","Id"
"windows10EndpointProtectionConfiguration connectivityHardenedUncPaths","{""$implementationId"":""deviceConfiguration--hardenedUncPathEnabled"",""hardenedUncPaths"":[{""serverPath"":""\\\\*\\SYSVOL"",""securityFlags"":[""requireMutualAuthentication"",""requireIntegrity""]},{""serverPath"":""\\\\*\\NETLOGON"",""securityFlags"":[""requireMutualAuthentication"",""requireIntegrity""]}]}","fff07e1f-fb46-4f5f-a9b2-70c116e2d011"
"windows10GeneralConfiguration internetExplorerInternetZoneNavigateWindowsAndFramesAcrossDifferentDomains","""disable""","f1137328-aa79-44d9-9d0e-728ac3e6ce8c"
"windows10GeneralConfiguration objectAccessAuditRemovableStorage","""successAndFailure""","6388589e-9ffe-4293-853d-753165bbee70"
"windows10GeneralConfiguration internetExplorerProcessesRestrictFileDownload","""enabled""","8fc1b633-2c90-4e6f-a47b-762b958bd8d6"
"microsoftedge SSLErrorOverrideAllowed","""disabled""","e95d85ce-bf20-49b3-aa1f-7660a6135f0b"
"windows10GeneralConfiguration internetExplorerRestrictedZoneAllowOnlyApprovedDomainsToUseTdcActiveXControls","""enabled""","b35f9522-05d9-477b-95e5-791af67b5432"
"windows10GeneralConfiguration internetExplorerPreventPerUserInstallationOfActiveXControls","""enabled""","36f37515-d20f-4426-a797-79eee7d9afdf"
"windows10GeneralConfiguration internetExplorerRestrictedZoneUserDataPersistence","""disabled""","333d2cab-1e73-49e4-ad65-7cdf33999b13"
"windows10GeneralConfiguration defenderScanDownloads","true","dcd01604-feba-4aea-a406-7d999f15db48"
"windows10EndpointProtectionConfiguration networkIpSourceRoutingProtectionLevel","""highestProtection""","79e09d36-2ab5-403f-a4af-7e3cd9fba843"
"windows10GeneralConfiguration edgePreventCertificateErrorOverride","true","8f005cc8-0352-4144-ac5f-7ec192d0f9ff"
"windows10GeneralConfiguration internetExplorerPreventManagingSmartScreenFilter","""enable""","6c981a8e-0949-4472-97c3-7fe38c7547b5"
"windows10GeneralConfiguration internetExplorerLockedDownInternetZoneSmartScreen","""enabled""","b0c4c581-b95d-414c-9768-8059e6276dc7"
"windows10GeneralConfiguration smartScreenBlockPromptOverrideForFiles","true","c2cbca7e-4503-4f65-a703-806cce3eeab9"
"windows10GeneralConfiguration internetExplorerLockedDownIntranetZoneJavaPermissions","""disableJava""","78a8c36e-84ef-41aa-a815-816e1fb6bf7a"
"windows10EndpointProtectionConfiguration defenderNetworkProtectionType","""enable""","c6455851-16d8-4554-a409-840332064e9d"
"windows10EndpointProtectionConfiguration defenderAdobeReaderLaunchChildProcess","""enable""","d8e965f6-fd3c-441e-afd8-875f7f982ba9"
"windows10GeneralConfiguration internetExplorerInternetZoneRunDotNetFrameworkReliantComponentsSignedWithAuthenticode","""disable""","8b57528a-b7d2-40dd-90fd-87c486916c01"
"windows10EndpointProtectionConfiguration remoteManagementClientBasicAuthentication","""disabled""","2bf19b52-fafa-48e1-8e81-885fb845691b"
"windows10GeneralConfiguration internetExplorerRestrictedZoneScriptingOfJavaApplets","""disable""","629eb0f6-9211-4b14-aff2-8a80a52342d6"
"windows10GeneralConfiguration internetExplorerInternetZoneAccessToDataSources","""disable""","405d6f81-32a0-4e41-ba32-8ac34a8f2a99"
"windows10EndpointProtectionConfiguration remoteManagementServiceUnencryptedTraffic","""disabled""","fb02f13a-9d30-4324-9dba-8c11ebe4e451"
"windows10GeneralConfiguration internetExplorerUsersAddingSites","""disabled""","bf5d0c0b-4804-4bc5-bf06-8c378646bb0a"
"microsoftedge PreventSmartScreenPromptOverrideForFiles","""enabled""","3b6d98a9-d302-4ae7-b311-8d37e98964bd"
"windows10GeneralConfiguration internetExplorerRemoveRunThisTimeButtonForOutdatedActiveXControls","""enabled""","fbc8caca-c736-4e3e-8390-8dfc55019674"
"windows10GeneralConfiguration internetExplorerRestrictedZoneRunDotNetFrameworkReliantComponentsSignedWithAuthenticode","""disable""","3f939012-4b73-4860-86db-8edb66528eaa"
"windows10GeneralConfiguration internetExplorerAutoComplete","""disabled""","250b950c-70d3-431f-8590-90db28c00eeb"
"windows10GeneralConfiguration accountManagementAuditSecurityGroupManagement","""success""","910d588e-4e11-4000-b45a-91a65568d105"
"windows10GeneralConfiguration accountLogonAuditCredentialValidation","""successAndFailure""","dea5b5c1-8e7e-46bc-8425-925a2f0f3298"
"windows10GeneralConfiguration internetExplorerRestrictedZoneDragContentFromDifferentDomainsWithinWindows","""disabled""","0b7f0a14-b61b-477a-9f4a-93f8e923e630"
"windows10EndpointProtectionConfiguration firewallProfilePrivate","{""inboundConnectionsBlocked"":true,""outboundConnectionsRequired"":true,""inboundNotificationsBlocked"":true,""firewallEnabled"":""allowed""}","270fa5b9-9ea7-435a-a0d4-94d444efb3b0"
"windows10GeneralConfiguration internetExplorerRestrictedZoneSmartScreen","""enabled""","c2ed579d-2f4e-41fd-bb9b-9573bff95ab0"
"windows10EndpointProtectionConfiguration remoteManagementClientUnencryptedTraffic","""disabled""","77c9ce0b-dae5-424f-949c-98b357523fb2"
"windows10EndpointProtectionConfiguration networkIgnoreNetBiosNameReleaseRequestsExceptFromWinsServers","""enabled""","4d93f308-c7f6-482e-b015-98d005d16f42"
"windows10GeneralConfiguration accountLogonLogoffAuditAccountLockout","""failure""","5ec1ac1b-7a02-4439-b442-9a321f94fce5"
"windows10EndpointProtectionConfiguration explorerDataExecutionPrevention","""disabled""","55e1944b-6890-4302-83c9-9cb6628d78b5"
"windows10GeneralConfiguration internetExplorerRestrictedZoneBinaryAndScriptBehaviors","""disable""","7b454987-18fc-4a80-9fe1-9f646327ec7f"
"windows10GeneralConfiguration internetExplorerProcessesRestrictActiveXInstall","""enabled""","dade70b9-0c10-4587-bda2-9faf9c1736f8"
"windows10GeneralConfiguration internetExplorerProcessesScriptedWindowSecurityRestrictions","""enabled""","54b50b13-cc38-4255-9733-a026e39d4f70"
"windows10GeneralConfiguration policyChangeAuditOtherPolicyChangeEvents","""failure""","e7ea68ea-2bfc-4fd4-a97b-a05f0a3bd0e3"
"windows10EndpointProtectionConfiguration securityGuideApplyUacRestrictionsToLocalAccountsOnNetworkLogon","""enabled""","703309ef-4c91-451d-9e70-a1a58939c679"
"windows10GeneralConfiguration defenderScheduledScanTime","""notConfigured""","bc730075-c466-4455-9e6e-a3677d27961d"
"windows10GeneralConfiguration internetExplorerInternetZoneDoNotRunAntimalwareAgainstActiveXControls","""disabled""","2e541df7-e831-4982-969d-a3c346d999bd"
"windows10GeneralConfiguration accountLogonLogoffAuditLogon","""successAndFailure""","e064155d-a809-4451-849c-a4e01fe375f5"
"windows10GeneralConfiguration internetExplorerInternetZoneSecurityWarningForPotentiallyUnsafeFiles","""prompt""","92f41108-0f0e-42e8-ab0f-a52e52c22baf"
"windows10GeneralConfiguration internetExplorerInternetZoneAllowVBScriptToRun","""disable""","f0b5ad80-7890-4db2-b764-a8190e6bc192"
"windows10GeneralConfiguration internetExplorerRestrictedZoneAllowOnlyApprovedDomainsToUseActiveXControls","""enabled""","93311fef-db8d-4246-a404-a98e0f3f9d41"
"windows10GeneralConfiguration internetExplorerRestrictedZoneFileDownloads","""disable""","ec90ef31-4da4-4f8c-b2c3-af2dadfdc614"
"windows10GeneralConfiguration internetExplorerRestrictedZoneScriptActiveXControlsMarkedSafeForScripting","""disable""","a9de5c42-7f59-48cd-af60-af56bd887170"
"windows10GeneralConfiguration accountManagementAuditUserAccountManagement","""successAndFailure""","ef08bb80-f0d9-4e02-b8fd-b021a4a3d544"
"windows10EndpointProtectionConfiguration explorerHeapTerminationOnCorruption","""disabled""","99d94260-2974-41e4-9a29-b03b547c5655"
